Environmental package	Structured comment name	Definition	Expected value	Value syntax	Example	Preferred unit	Occurrence	MIXS ID	Item
food-animal and animal feed	env_medium	Report the environmental material(s) immediately surrounding the sample or specimen at the time of sampling. We recommend using subclasses of 'environmental material' (http://purl.obolibrary.org/obo/ENVO_00010483). EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS . Terms from other OBO ontologies are permissible as long as they reference mass/volume nouns (e.g. air, water, blood) and not discrete, countable entities (e.g. a tree, a leaf, a table top).	Add terms that identify the material displaced by the entity at time of sampling. Recommend subclasses of environmental material [ENVO:00010483]. Multiple terms can be separated by pipes e.g.: estuarine water [ENVO:01000301]|estuarine mud [ENVO:00002160]	{termLabel} {[termID]}	soil [ENVO:00001998]		1	MIXS:0000014	environmental medium
food-animal and animal feed	seq_meth	Sequencing machine used. Where possible the term should be taken from the OBI list of DNA sequencers (http://purl.obolibrary.org/obo/OBI_0400103).	Text or OBI	{termLabel} {[termID]}|{text}	454 Genome Sequencer FLX [OBI:0000702]		1	MIXS:0000050	sequencing method
food-animal and animal feed	samp_size	The total amount or size (volume (ml), mass (g) or area (m2) ) of sample collected.	measurement value	{float} {unit}	5 liters	liter, gram, cm^2	1	MIXS:0000001	amount or size of sample collected
food-animal and animal feed	samp_collect_device	The device used to collect an environmental sample. This field accepts terms listed under environmental sampling device (http://purl.obolibrary.org/obo/ENVO). This field also accepts terms listed under specimen collection device (http://purl.obolibrary.org/obo/GENEPIO_0002094).	device name	{termLabel} {[termID]}|{text}	swab, biopsy, niskin bottle, push core, drag swab [GENEPIO:0002713]		1	MIXS:0000002	sample collection device
food-animal and animal feed	experimental_factor	Experimental factors are essentially the variable aspects of an experiment design which can be used to describe an experiment, or set of experiments, in an increasingly detailed manner. This field accepts ontology terms from Experimental Factor Ontology (EFO) and/or Ontology for Biomedical Investigations (OBI). For a browser of EFO (v 2.95) terms, please see http://purl.bioontology.org/ontology/EFO; for a browser of OBI (v 2018-02-12) terms please see http://purl.bioontology.org/ontology/OBI.	text or EFO and/or OBI	{termLabel} {[termID]}|{text}	time series design [EFO:0001779]		m	MIXS:0000008	experimental factor
food-animal and animal feed	nucl_acid_ext	A link to a literature reference, electronic resource or a standard operating procedure (SOP), that describes the material separation to recover the nucleic acid fraction from a sample.	PMID, DOI or URL	{PMID}|{DOI}|{URL}	https://mobio.com/media/wysiwyg/pdfs/protocols/12888.pdf		1	MIXS:0000037	nucleic acid extraction
food-animal and animal feed	organism_count	Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qPCR).	organism name; measurement value; enumeration	{text};{float} {unit};[ATP|MPN|qPCR|other]	total prokaryotes;3.5e7 colony forming units per milliliter;qPCR	colony forming units per milliliter; colony forming units per gram of dry weight	1	MIXS:0000103	organism count
food-animal and animal feed	spikein_count	Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) should also be provided (example: total prokaryotes; 3.5e7 cells per ml; qPCR).	organism name;measurement value;enumeration	{text};{float} {unit};[ATP|MPN|qPCR|other]	total prokaryotes;3.5e7 colony forming units per milliliter;qPCR	colony forming units per milliliter; colony forming units per gram of dry weight	1	MIXS:0000103	spike-in organism count
food-animal and animal feed	samp_stor_temp	Temperature at which sample was stored, e.g. -80 degree Celsius.	measurement value	{float} {unit}	-80 degree Celsius	degree Celsius	1	MIXS:0000110	sample storage temperature
food-animal and animal feed	samp_stor_dur	Duration for which the sample was stored. Indicate the duration for which the sample was stored written in ISO 8601 format.	duration	{duration}	P1Y6M		1	MIXS:0000116	sample storage duration
food-animal and animal feed	samp_vol_we_dna_ext	Volume (ml) or mass (g) of total collected sample processed for DNA extraction. Note: total sample collected should be entered under the term Sample Size (MIXS:0000001).	measurement value	{float} {unit}	1500 milliliter	milliliter, gram, milligram, square centimeter	1	MIXS:0000111	sample volume or weight for DNA extraction
food-animal and animal feed	pool_dna_extracts	Indicate whether multiple DNA extractions were mixed. If the answer yes, the number of extracts that were pooled should be given.	pooling status;number of pooled extracts	{boolean},{integer}	yes, 5		m	MIXS:0000325	pooling of DNA extracts (if done)
food-animal and animal feed	temp	Temperature of the sample at the time of sampling.	measurement value	{float} {unit}	25 degree Celsius	degree Celsius	1	MIXS:0000113	temperature
food-animal and animal feed	samp_stor_loc	Location at which sample was stored, usually name of a specific freezer/room. Indicate the location name.	text	{text}	freezer 5		1	MIXS:0000755	sample storage location
food-animal and animal feed	samp_transport_cont	Conatiner in which the sample was stored during transport. Indicate the location name.	enumeration	[bottle|cooler|glass vial|plastic vial||vendor supplied container]	cooler		1	MIXS:0000755	sample transport  container
food-animal and animal feed	perturbation	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types.	perturbation type name;perturbation interval and duration	{text};{Rn/start_time/end_time/duration}	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M		m	MIXS:0000754	perturbation
food-animal and animal feed	coll_site_geo_feat	Text or terms that describe the geographic feature where the food sample was obtained by the researcher. This field accepts selected terms listed under the following ontologies: anthropogenic geographic feature (http://purl.obolibrary.org/obo/ENVO_00000002), for example agricultural fairground [ENVO:01000986]; garden [ENVO:00000011} or any of its subclasses; market [ENVO:01000987]; water well [ENVO:01000002]; or human construction (http://purl.obolibrary.org/obo/ENVO_00000070).	ENVO:00000002 or ENVO:00000070	{text}|{termLabel} {[termID]}	grocery store [GENEPIO:0001020]		1	MIXS:0001183	collection site geographic feature
food-animal and animal feed	food_origin	A reference to a place on the Earth, by its name or by its geographical location that describes the origin of the food commodity, either in terms of its cultivation or production. This field accepts terms listed under geographic location (http://purl.obolibrary.org/obo/GAZ_00000448).	country: region, specific location	{term}:{term}, {text}	USA:Delmarva, Peninsula		1	MIXS:0001207	food product origin geographic location
food-animal and animal feed	food_prod	Descriptors of the food production system or of the agricultural environment and growing conditions related to the farm production system, such as wild caught, organic, free-range, industrial, dairy, beef,  domestic or cultivated food production. This field accepts terms listed under food production (http://purl.obolibrary.org/obo/FOODON_03530206). Multiple terms may apply and can be separated by pipes.	FOODON:03530206	{termLabel} {[termID]}	organic plant cultivation [FOODON:03530253]		m	MIXS:0001211	food production system characteristics
food-animal and animal feed	food_product_type	A food product type is a class of food products that is differentiated by its food composition (e.g., single- or multi-ingredient), processing and/or consumption characteristics. This does not include brand name products but it may include generic food dish categories. This field accepts terms under food product type (http://purl.obolibrary.org/obo/FOODON:03400361). For terms related to food product for an animal, consult food product for animal (http://purl.obolibrary.org/obo/FOODON_03309997). If the proper descriptor is not listed please use text to describe the food type. Multiple terms can be separated by one or more pipes.	FOODON:00001002 or FOODON:03309997	{text}|{termLabel} {[termID]}	shrimp (peeled, deep-frozen) [FOODON:03317171]		m	MIXS:0001184	food product type
food-animal and animal feed	food_source	Type of plant or animal from which the food product or its major ingredient is derived or a chemical food source [FDA CFSAN 1995].	FOODON term	{termLabel} {[termID]}	giant tiger prawn [FOODON:03412612]		1	MIXS:0001139	food source
food-animal and animal feed	IFSAC_category	The IFSAC food categorization scheme has five distinct levels to which foods can be assigned, depending upon the type of food. First, foods are assigned to one of four food groups (aquatic animals, land animals, plants, and other). Food groups include increasingly specific food categories; dairy, eggs, meat and poultry, and game are in the land animal food group, and the category meat and poultry is further subdivided into more specific categories of meat (beef, pork, other meat) and poultry (chicken, turkey, other poultry). Finally, foods are differentiated by differences in food processing (such as pasteurized fluid dairy products, unpasteurized fluid dairy products, pasteurized solid and semi-solid dairy products, and unpasteurized solid and semi-solid dairy products. An IFSAC food category chart is available from https://www.cdc.gov/foodsafety/ifsac/projects/food-categorization-scheme.html PMID: 28926300	IFSAC term	{text}	Plants:Produce:Vegetables:Herbs:Dried Herbs		m	MIXS:0001179	Interagency Food Safety Analytics Collaboration (IFSAC) category
