class	slot	recommended	required	slot_uri	checklist	slot notes	instance notes	scn token inconsistencies	sheet	MIXS ID	Environmental package	Structured comment name	Item (rdfs:label) / Package item	Definition	Expected value	Value syntax	Example	Section	Requirement	migs_eu	migs_ba	migs_pl	migs_vi	migs_org	mims	mimarks_s	mimarks_c	misag	mimag	miuvig	Preferred unit	Occurence/Occurrence
FoodFarmEnvironment	root_med_micronutr			MIXS:0000579					environmental_packages	MIXS:0000579	food-farm environment	root_med_micronutr	rooting medium micronutrients	Measurement of the culture rooting medium micronutrients (Fe, Mn, Zn, B, Cu, Mo); e.g. H3BO3 (6.2 mg/L).	micronutrient name;measurement value	{text};{float} {unit}	H3BO3;6.2 milligram per liter		X												milligram per liter	1
PlantAssociated	root_med_micronutr			MIXS:0000579					environmental_packages	MIXS:0000579	plant-associated	root_med_micronutr	rooting medium micronutrients	Measurement of the culture rooting medium micronutrients (Fe, Mn, Zn, B, Cu, Mo); e.g. H3BO3 (6.2 mg/L).	micronutrient name;measurement value	{text};{float} {unit}	H3BO3;6.2 milligram per liter		X												milligram per liter	1
Agriculture	root_med_ph			MIXS:0001062					environmental_packages	MIXS:0001062	agriculture	root_med_ph	rooting medium pH	pH measurement of the culture rooting medium; e.g. 5.5.	measurement value	{float}	7.5		X													1
FoodFarmEnvironment	root_med_ph			MIXS:0001062					environmental_packages	MIXS:0001062	food-farm environment	root_med_ph	rooting medium pH	pH measurement of the culture rooting medium; e.g. 5.5.	measurement value	{float}	7.5		X													1
PlantAssociated	root_med_ph			MIXS:0001062					environmental_packages	MIXS:0001062	plant-associated	root_med_ph	rooting medium pH	pH measurement of the culture rooting medium; e.g. 5.5.	measurement value	{float}	7.5		X													1
PlantAssociated	root_med_regl			MIXS:0000581					environmental_packages	MIXS:0000581	plant-associated	root_med_regl	rooting medium regulators	Growth regulators in the culture rooting medium such as cytokinins, auxins, gybberellins, abscisic acid; e.g. 0.5 mg/L NAA.	regulator name;measurement value	{text};{float} {unit}	abscisic acid;0.75 milligram per liter		X												milligram per liter	1
PlantAssociated	root_med_solid			MIXS:0001063					environmental_packages	MIXS:0001063	plant-associated	root_med_solid	rooting medium solidifier	Specification of the solidifying agent in the culture rooting medium; e.g. agar.	name	{text}	agar		X													1
PlantAssociated	root_med_suppl			MIXS:0000580					environmental_packages	MIXS:0000580	plant-associated	root_med_suppl	rooting medium organic supplements	Organic supplements of the culture rooting medium, such as vitamins, amino acids, organic acids, antibiotics activated charcoal; e.g. nicotinic acid (0.5 mg/L).	supplement name;measurement value	{text};{float} {unit}	nicotinic acid;0.5 milligram per liter		X												milligram per liter	1
SymbiontAssociated	route_transmission			MIXS:0001316					environmental_packages	MIXS:0001316	symbiont-associated	route_transmission	route of transmission	Description of path taken by the symbiotic host organism being sampled in order to establish a symbiotic relationship with the host (with which it was observed at the time of sampling) via a mode of transmission (specified in mode_transmission).	enumeration	[environmental:faecal-oral|transplacental|vector-borne:vector penetration]			X													1
Air	salinity			MIXS:0000183					environmental_packages	MIXS:0000183	air	salinity	salinity	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.	measurement value	{float} {unit}	25 practical salinity unit		X												practical salinity unit, percentage	1
FoodFarmEnvironment	salinity			MIXS:0000183					environmental_packages	MIXS:0000183	food-farm environment	salinity	salinity	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.	measurement value	{float} {unit}	25 practical salinity unit		X												practical salinity unit, percentage	1
HostAssociated	salinity			MIXS:0000183					environmental_packages	MIXS:0000183	host-associated	salinity	salinity	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.	measurement value	{float} {unit}	25 practical salinity unit		X												practical salinity unit, percentage	1
HumanAssociated	salinity			MIXS:0000183					environmental_packages	MIXS:0000183	human-associated	salinity	salinity	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.	measurement value	{float} {unit}	25 practical salinity unit		X												practical salinity unit, percentage	1
HumanGut	salinity			MIXS:0000183					environmental_packages	MIXS:0000183	human-gut	salinity	salinity	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.	measurement value	{float} {unit}	25 practical salinity unit		X												practical salinity unit, percentage	1
HumanOral	salinity			MIXS:0000183					environmental_packages	MIXS:0000183	human-oral	salinity	salinity	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.	measurement value	{float} {unit}	25 practical salinity unit		X												practical salinity unit, percentage	1
HumanSkin	salinity			MIXS:0000183					environmental_packages	MIXS:0000183	human-skin	salinity	salinity	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.	measurement value	{float} {unit}	25 practical salinity unit		X												practical salinity unit, percentage	1
HumanVaginal	salinity			MIXS:0000183					environmental_packages	MIXS:0000183	human-vaginal	salinity	salinity	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.	measurement value	{float} {unit}	25 practical salinity unit		X												practical salinity unit, percentage	1
HydrocarbonResourcesCores	salinity			MIXS:0000183					environmental_packages	MIXS:0000183	hydrocarbon resources-cores	salinity	salinity	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.	measurement value	{float} {unit}	25 practical salinity unit		X												practical salinity unit, percentage	1
HydrocarbonResourcesFluidsSwabs	salinity			MIXS:0000183					environmental_packages	MIXS:0000183	hydrocarbon resources-fluids/swabs	salinity	salinity	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.	measurement value	{float} {unit}	25 practical salinity unit		X												practical salinity unit, percentage	1
MicrobialMatBiofilm	salinity			MIXS:0000183					environmental_packages	MIXS:0000183	microbial mat/biofilm	salinity	salinity	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.	measurement value	{float} {unit}	25 practical salinity unit		X												practical salinity unit, percentage	1
MiscellaneousNaturalOrArtificialEnvironment	salinity			MIXS:0000183					environmental_packages	MIXS:0000183	miscellaneous natural or artificial environment	salinity	salinity	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.	measurement value	{float} {unit}	25 practical salinity unit		X												practical salinity unit, percentage	1
PlantAssociated	salinity			MIXS:0000183					environmental_packages	MIXS:0000183	plant-associated	salinity	salinity	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.	measurement value	{float} {unit}	25 practical salinity unit		X												practical salinity unit, percentage	1
